3	8	32.21
4	8	32.88
5	8	30.09
6	8	34.51
7	8	40.87
8	8	51.66
9	8	57.36
1	8.5	20.37
2	8.5	26.73
3	8.5	33.56
4	8.5	34.25
5	8.5	31.23
6	8.5	35.76
7	8.5	42.48
8	8.5	53.84
9	8.5	59.78
1	9	21.04
2	9	27.76
3	9	34.91
4	9	35.62
5	9	32.37
6	9	37.01
7	9	44.09
8	9	56.02
9	9	62.2
1	9.5	21.71
2	9.5	28.79
3	9.5	36.26
4	9.5	36.99
5	9.5	33.51
6	9.5	38.26
7	9.5	45.7
8	9.5	58.2
9	9.5	64.62
1	10	22.38
2	10	29.82
3	10	37.61
4	10	38.36
5	10	34.65
6	10	39.51
7	10	47.31
8	10	60.38
9	10	67.04
1	10.5	22.86
2	10.5	30.56
3	10.5	38.73
4	10.5	39.5
5	10.5	35.58
6	10.5	40.63
7	10.5	48.99
8	10.5	62.64
9	10.5	69.46
1	11	23.34
2	11	31.3
3	11	39.85
4	11	40.64
5	11	36.51
6	11	41.75
7	11	50.67
8	11	64.9
9	11	71.88
1	11.5	23.82
2	11.5	32.04
3	11.5	40.97
4	11.5	41.78
5	11.5	37.44
6	11.5	42.87
7	11.5	52.35
8	11.5	67.16
9	11.5	74.3
1	12	24.3
2	12	32.78
3	12	42.09
4	12	42.92
5	12	38.37
6	12	43.99
7	12	54.03
8	12	69.42
9	12	76.72
1	12.5	24.78
2	12.5	33.52
3	12.5	43.21
4	12.5	44.06
5	12.5	39.3
6	12.5	45.11
7	12.5	55.71
8	12.5	71.68
9	12.5	79.14
1	13	25.26
2	13	34.26
3	13	44.33
4	13	45.2
5	13	40.23
6	13	46.23
7	13	57.39
8	13	73.94
9	13	81.56
1	13.5	25.74
2	13.5	35
3	13.5	45.45
4	13.5	46.34
5	13.5	41.16
6	13.5	47.35
7	13.5	59.07
8	13.5	76.2
9	13.5	83.98
1	14	26.22
2	14	35.74
3	14	46.57
4	14	47.48
5	14	42.09
6	14	48.47
7	14	60.75
8	14	78.46
9	14	86.4
1	14.5	26.7
2	14.5	36.48
3	14.5	47.69
4	14.5	48.62
5	14.5	43.02
6	14.5	49.59
7	14.5	62.43
8	14.5	80.72
9	14.5	88.82
1	15	27.18
2	15	37.22
3	15	48.81
4	15	49.76
5	15	43.95
6	15	50.71
7	15	64.11
8	15	82.98
9	15	91.24
1	15.5	27.66
2	15.5	37.96
3	15.5	49.93
4	15.5	50.9
5	15.5	44.88
6	15.5	51.83
7	15.5	65.79
8	15.5	85.24
9	15.5	93.66
1	16	28.14
2	16	38.7
3	16	51.05
4	16	52.04
5	16	45.81
6	16	52.95
7	16	67.47
8	16	87.5
9	16	96.08
1	16.5	28.62
2	16.5	39.44
3	16.5	52.17
4	16.5	53.18
5	16.5	46.74
6	16.5	54.07
7	16.5	69.15
8	16.5	89.76
9	16.5	98.5
1	17	29.1
2	17	40.18
3	17	53.29
4	17	54.32
5	17	47.67
6	17	55.19
7	17	70.83
8	17	92.02
9	17	100.92
1	17.5	29.58
2	17.5	40.92
3	17.5	54.41
4	17.5	55.46
5	17.5	48.6
6	17.5	56.31
7	17.5	72.51
8	17.5	94.28
9	17.5	103.34
1	18	30.06
2	18	41.66
3	18	55.53
4	18	56.6
5	18	49.53
6	18	57.43
7	18	74.19
8	18	96.54
9	18	105.76
1	18.5	30.54
2	18.5	42.4
3	18.5	56.65
4	18.5	57.74
5	18.5	50.46
6	18.5	58.55
7	18.5	75.87
8	18.5	98.8
9	18.5	108.18
1	19	31.02
2	19	43.14
3	19	57.77
4	19	58.88
5	19	51.39
6	19	59.67
7	19	77.55
8	19	101.06
9	19	110.6
1	19.5	31.5
2	19.5	43.88
3	19.5	58.89
4	19.5	60.02
5	19.5	52.32
6	19.5	60.79
7	19.5	79.23
8	19.5	103.32
9	19.5	113.02
1	20	31.98
2	20	44.62
3	20	60.01
4	20	61.16
5	20	53.25
6	20	61.91
7	20	80.91
8	20	105.58
9	20	115.44
1	20.5	32.47
2	20.5	45.36
3	20.5	61.11
4	20.5	62.28
5	20.5	54.18
6	20.5	63.01
7	20.5	82.52
8	20.5	107.8
9	20.5	117.83
1	21	32.96
2	21	46.1
3	21	62.21
4	21	63.4
5	21	55.11
6	21	64.11
7	21	84.13
8	21	110.02
9	21	120.22
1	21.5	33.45
2	21.5	46.84
3	21.5	63.31
4	21.5	64.52
5	21.5	56.04
6	21.5	65.21
7	21.5	85.74
8	21.5	112.24
9	21.5	122.61
1	22	33.94
2	22	47.58
3	22	64.41
4	22	65.64
5	22	56.97
6	22	66.31
7	22	87.35
8	22	114.46
9	22	125
1	22.5	34.43
2	22.5	48.32
3	22.5	65.51
4	22.5	66.76
5	22.5	57.9
6	22.5	67.41
7	22.5	88.96
8	22.5	116.68
9	22.5	127.39
1	23	34.92
2	23	49.06
3	23	66.61
4	23	67.88
5	23	58.83
6	23	68.51
7	23	90.57
8	23	118.9
9	23	129.78
1	23.5	35.41
2	23.5	49.8
3	23.5	67.71
4	23.5	69
5	23.5	59.76
6	23.5	69.61
7	23.5	92.18
8	23.5	121.12
9	23.5	132.17
1	24	35.9
2	24	50.54
3	24	68.81
4	24	70.12
5	24	60.69
6	24	70.71
7	24	93.79
8	24	123.34
9	24	134.56
1	24.5	36.39
2	24.5	51.28
3	24.5	69.91
4	24.5	71.24
5	24.5	61.62
6	24.5	71.81
7	24.5	95.4
8	24.5	125.56
9	24.5	136.95
1	25	36.88
2	25	52.02
3	25	71.01
4	25	72.36
5	25	62.55
6	25	72.91
7	25	97.01
8	25	127.78
9	25	139.34
1	25.5	37.43
2	25.5	52.76
3	25.5	72.11
4	25.5	73.48
5	25.5	63.54
6	25.5	74.03
7	25.5	98.69
8	25.5	130.13
9	25.5	141.86
1	26	37.98
2	26	53.5
3	26	73.21
4	26	74.6
5	26	64.53
6	26	75.15
7	26	100.37
8	26	132.48
9	26	144.38
1	26.5	38.53
2	26.5	54.24
3	26.5	74.31
4	26.5	75.72
5	26.5	65.52
6	26.5	76.27
7	26.5	102.05
8	26.5	134.83
9	26.5	146.9
1	27	39.08
2	27	54.98
3	27	75.41
4	27	76.84
5	27	66.51
6	27	77.39
7	27	103.73
8	27	137.18
9	27	149.42
1	27.5	39.63
2	27.5	55.72
3	27.5	76.51
4	27.5	77.96
5	27.5	67.5
6	27.5	78.51
7	27.5	105.41
8	27.5	139.53
9	27.5	151.94
1	28	40.18
2	28	56.46
3	28	77.61
4	28	79.08
5	28	68.49
6	28	79.63
7	28	107.09
8	28	141.88
9	28	154.46
1	28.5	40.73
2	28.5	57.2
3	28.5	78.71
4	28.5	80.2
5	28.5	69.48
6	28.5	80.75
7	28.5	108.77
8	28.5	144.23
9	28.5	156.98
1	29	41.28
2	29	57.94
3	29	79.81
4	29	81.32
5	29	70.47
6	29	81.87
7	29	110.45
8	29	146.58
9	29	159.5
1	29.5	41.83
2	29.5	58.68
3	29.5	80.91
4	29.5	82.44
5	29.5	71.46
6	29.5	82.99
7	29.5	112.13
8	29.5	148.93
9	29.5	162.02
1	30	42.38
2	30	59.42
3	30	82.01
4	30	83.56
5	30	72.45
6	30	84.11
7	30	113.81
8	30	151.28
9	30	164.54
1	30.5	42.93
2	30.5	60.16
3	30.5	83.11
4	30.5	84.68
5	30.5	73.44
6	30.5	85.23
7	30.5	115.49
8	30.5	153.63
9	30.5	167.06
1	31	43.48
2	31	60.9
3	31	84.21
4	31	85.8
5	31	74.43
6	31	86.35
7	31	117.17
8	31	155.98
9	31	169.58
1	31.5	44.03
2	31.5	61.64
3	31.5	85.31
4	31.5	86.92
5	31.5	75.42
6	31.5	87.47
7	31.5	118.85
8	31.5	158.33
9	31.5	172.1
1	32	44.58
2	32	62.38
3	32	86.41
4	32	88.04
5	32	76.41
6	32	88.59
7	32	120.53
8	32	160.68
9	32	174.62
1	32.5	45.13
2	32.5	63.12
3	32.5	87.51
4	32.5	89.16
5	32.5	77.4
6	32.5	89.71
7	32.5	122.21
8	32.5	163.03
9	32.5	177.14
1	33	45.68
2	33	63.86
3	33	88.61
4	33	90.28
5	33	78.39
6	33	90.83
7	33	123.89
8	33	165.38
9	33	179.66
1	33.5	46.23
2	33.5	64.6
3	33.5	89.71
4	33.5	91.4
5	33.5	79.38
6	33.5	91.95
7	33.5	125.57
8	33.5	167.73
9	33.5	182.18
1	34	46.78
2	34	65.34
3	34	90.81
4	34	92.52
5	34	80.37
6	34	93.07
7	34	127.25
8	34	170.08
9	34	184.7
1	34.5	47.33
2	34.5	66.08
3	34.5	91.91
4	34.5	93.64
5	34.5	81.36
6	34.5	94.19
7	34.5	128.93
8	34.5	172.43
9	34.5	187.22
1	35	47.88
2	35	66.82
3	35	93.01
4	35	94.76
5	35	82.35
6	35	95.31
7	35	130.61
8	35	174.78
9	35	189.74
1	35.5	48.43
2	35.5	67.56
3	35.5	94.11
4	35.5	95.88
5	35.5	83.34
6	35.5	96.43
7	35.5	132.29
8	35.5	177.13
9	35.5	192.26
1	36	48.98
2	36	68.3
3	36	95.21
4	36	97
5	36	84.33
6	36	97.55
7	36	133.97
8	36	179.48
9	36	194.78
1	36.5	49.53
2	36.5	69.04
3	36.5	96.31
4	36.5	98.12
5	36.5	85.32
6	36.5	98.67
7	36.5	135.65
8	36.5	181.83
9	36.5	197.3
1	37	50.08
2	37	69.78
3	37	97.41
4	37	99.24
5	37	86.31
6	37	99.79
7	37	137.33
8	37	184.18
9	37	199.82
1	37.5	50.63
2	37.5	70.52
3	37.5	98.51
4	37.5	100.36
5	37.5	87.3
6	37.5	100.91
7	37.5	139.01
8	37.5	186.53
9	37.5	202.34
1	38	51.18
2	38	71.26
3	38	99.61
4	38	101.48
5	38	88.29
6	38	102.03
7	38	140.69
8	38	188.88
9	38	204.86
1	38.5	51.73
2	38.5	72
3	38.5	100.71
4	38.5	102.6
5	38.5	89.28
6	38.5	103.15
7	38.5	142.37
8	38.5	191.23
9	38.5	207.38
1	39	52.28
2	39	72.74
3	39	101.81
4	39	103.72
5	39	90.27
6	39	104.27
7	39	144.05
8	39	193.58
9	39	209.9
1	39.5	52.83
2	39.5	73.48
3	39.5	102.91
4	39.5	104.84
5	39.5	91.26
6	39.5	105.39
7	39.5	145.73
8	39.5	195.93
9	39.5	212.42
1	40	53.38
2	40	74.22
3	40	104.01
4	40	105.96
5	40	92.25
6	40	106.51
7	40	147.41
8	40	198.28
9	40	214.94
1	40.5	53.93
2	40.5	74.96
3	40.5	105.11
4	40.5	107.08
5	40.5	93.24
6	40.5	107.63
7	40.5	149.09
8	40.5	200.63
9	40.5	217.46
1	41	54.48
2	41	75.7
3	41	106.21
4	41	108.2
5	41	94.23
6	41	108.75
7	41	150.77
8	41	202.98
9	41	219.98
1	41.5	55.03
2	41.5	76.44
3	41.5	107.31
4	41.5	109.32
5	41.5	95.22
6	41.5	109.87
7	41.5	152.45
8	41.5	205.33
9	41.5	222.5
1	42	55.58
2	42	77.18
3	42	108.41
4	42	110.44
5	42	96.21
6	42	110.99
7	42	154.13
8	42	207.68
9	42	225.02
1	42.5	56.13
2	42.5	77.92
3	42.5	109.51
4	42.5	111.56
5	42.5	97.2
6	42.5	112.11
7	42.5	155.81
8	42.5	210.03
9	42.5	227.54
1	43	56.68
2	43	78.66
3	43	110.61
4	43	112.68
5	43	98.19
6	43	113.23
7	43	157.49
8	43	212.38
9	43	230.06
1	43.5	57.23
2	43.5	79.4
3	43.5	111.71
4	43.5	113.8
5	43.5	99.18
6	43.5	114.35
7	43.5	159.17
8	43.5	214.73
9	43.5	232.58
1	44	57.78
2	44	80.14
3	44	112.81
4	44	114.92
5	44	100.17
6	44	115.47
7	44	160.85
8	44	217.08
9	44	235.1
1	44.5	58.33
2	44.5	80.88
3	44.5	113.91
4	44.5	116.04
5	44.5	101.16
6	44.5	116.59
7	44.5	162.53
8	44.5	219.43
9	44.5	237.62
1	45	58.88
2	45	81.62
3	45	115.01
4	45	117.16
5	45	102.15
6	45	117.71
7	45	164.21
8	45	221.78
9	45	240.14
1	45.5	59.43
2	45.5	82.36
3	45.5	116.11
4	45.5	118.28
5	45.5	103.14
6	45.5	118.83
7	45.5	165.89
8	45.5	224.13
9	45.5	242.66
1	46	59.98
2	46	83.1
3	46	117.21
4	46	119.4
5	46	104.13
6	46	119.95
7	46	167.57
8	46	226.48
9	46	245.18
1	46.5	60.53
2	46.5	83.84
3	46.5	118.31
4	46.5	120.52
5	46.5	105.12
6	46.5	121.07
7	46.5	169.25
8	46.5	228.83
9	46.5	247.7
1	47	61.08
2	47	84.58
3	47	119.41
4	47	121.64
5	47	106.11
6	47	122.19
7	47	170.93
8	47	231.18
9	47	250.22
1	47.5	61.63
2	47.5	85.32
3	47.5	120.51
4	47.5	122.76
5	47.5	107.1
6	47.5	123.31
7	47.5	172.61
8	47.5	233.53
9	47.5	252.74
1	48	62.18
2	48	86.06
3	48	121.61
4	48	123.88
5	48	108.09
6	48	124.43
7	48	174.29
8	48	235.88
9	48	255.26
1	48.5	62.73
2	48.5	86.8
3	48.5	122.71
4	48.5	125
5	48.5	109.08
6	48.5	125.55
7	48.5	175.97
8	48.5	238.23
9	48.5	257.78
1	49	63.28
2	49	87.54
3	49	123.81
4	49	126.12
5	49	110.07
6	49	126.67
7	49	177.65
8	49	240.58
9	49	260.3
1	49.5	63.83
2	49.5	88.28
3	49.5	124.91
4	49.5	127.24
5	49.5	111.06
6	49.5	127.79
7	49.5	179.33
8	49.5	242.93
9	49.5	262.82
1	50	64.38
2	50	89.02
3	50	126.01
4	50	128.36
5	50	112.05
6	50	128.91
7	50	181.01
8	50	245.28
9	50	265.34
1	50.5	65.08
2	50.5	90.08
3	50.5	127.47
4	50.5	129.82
5	50.5	113.3
6	50.5	130.39
7	50.5	183.19
8	50.5	248.31
9	50.5	268.56
1	51	65.78
2	51	91.14
3	51	128.93
4	51	131.28
5	51	114.55
6	51	131.87
7	51	185.37
8	51	251.34
9	51	271.78
1	51.5	66.48
2	51.5	92.2
3	51.5	130.39
4	51.5	132.74
5	51.5	115.8
6	51.5	133.35
7	51.5	187.55
8	51.5	254.37
9	51.5	275
1	52	67.18
2	52	93.26
3	52	131.85
4	52	134.2
5	52	117.05
6	52	134.83
7	52	189.73
8	52	257.4
9	52	278.22
1	52.5	67.88
2	52.5	94.32
3	52.5	133.31
4	52.5	135.66
5	52.5	118.3
6	52.5	136.31
7	52.5	191.91
8	52.5	260.43
9	52.5	281.44
1	53	68.58
2	53	95.38
3	53	134.77
4	53	137.12
5	53	119.55
6	53	137.79
7	53	194.09
8	53	263.46
9	53	284.66
1	53.5	69.28
2	53.5	96.44
3	53.5	136.23
4	53.5	138.58
5	53.5	120.8
6	53.5	139.27
7	53.5	196.27
8	53.5	266.49
9	53.5	287.88
1	54	69.98
2	54	97.5
3	54	137.69
4	54	140.04
5	54	122.05
6	54	140.75
7	54	198.45
8	54	269.52
9	54	291.1
1	54.5	70.68
2	54.5	98.56
3	54.5	139.15
4	54.5	141.5
5	54.5	123.3
6	54.5	142.23
7	54.5	200.63
8	54.5	272.55
9	54.5	294.32
1	55	71.38
2	55	99.62
3	55	140.61
4	55	142.96
5	55	124.55
6	55	143.71
7	55	202.81
8	55	275.58
9	55	297.54
1	55.5	72.08
2	55.5	100.68
3	55.5	142.07
4	55.5	144.42
5	55.5	125.8
6	55.5	145.19
7	55.5	204.99
8	55.5	278.61
9	55.5	300.76
1	56	72.78
2	56	101.74
3	56	143.53
4	56	145.88
5	56	127.05
6	56	146.67
7	56	207.17
8	56	281.64
9	56	303.98
1	56.5	73.48
2	56.5	102.8
3	56.5	144.99
4	56.5	147.34
5	56.5	128.3
6	56.5	148.15
7	56.5	209.35
8	56.5	284.67
9	56.5	307.2
1	57	74.18
2	57	103.86
3	57	146.45
4	57	148.8
5	57	129.55
6	57	149.63
7	57	211.53
8	57	287.7
9	57	310.42
1	57.5	74.88
2	57.5	104.92
3	57.5	147.91
4	57.5	150.26
5	57.5	130.8
6	57.5	151.11
7	57.5	213.71
8	57.5	290.73
9	57.5	313.64
1	58	75.58
2	58	105.98
3	58	149.37
4	58	151.72
5	58	132.05
6	58	152.59
7	58	215.89
8	58	293.76
9	58	316.86
1	58.5	76.28
2	58.5	107.04
3	58.5	150.83
4	58.5	153.18
5	58.5	133.3
6	58.5	154.07
7	58.5	218.07
8	58.5	296.79
9	58.5	320.08
1	59	76.98
2	59	108.1
3	59	152.29
4	59	154.64
5	59	134.55
6	59	155.55
7	59	220.25
8	59	299.82
9	59	323.3
1	59.5	77.68
2	59.5	109.16
3	59.5	153.75
4	59.5	156.1
5	59.5	135.8
6	59.5	157.03
7	59.5	222.43
8	59.5	302.85
9	59.5	326.52
1	60	78.38
2	60	110.22
3	60	155.21
4	60	157.56
5	60	137.05
6	60	158.51
7	60	224.61
8	60	305.88
9	60	329.74
1	60.5	79.08
2	60.5	111.28
3	60.5	156.67
4	60.5	159.02
5	60.5	138.3
6	60.5	159.99
7	60.5	226.79
8	60.5	308.91
9	60.5	332.96
1	61	79.78
2	61	112.34
3	61	158.13
4	61	160.48
5	61	139.55
6	61	161.47
7	61	228.97
8	61	311.94
9	61	336.18
1	61.5	80.48
2	61.5	113.4
3	61.5	159.59
4	61.5	161.94
5	61.5	140.8
6	61.5	162.95
7	61.5	231.15
8	61.5	314.97
9	61.5	339.4
1	62	81.18
2	62	114.46
3	62	161.05
4	62	163.4
5	62	142.05
6	62	164.43
7	62	233.33
8	62	318
9	62	342.62
1	62.5	81.88
2	62.5	115.52
3	62.5	162.51
4	62.5	164.86
5	62.5	143.3
6	62.5	165.91
7	62.5	235.51
8	62.5	321.03
9	62.5	345.84
1	63	82.58
2	63	116.58
3	63	163.97
4	63	166.32
5	63	144.55
6	63	167.39
7	63	237.69
8	63	324.06
9	63	349.06
1	63.5	83.28
2	63.5	117.64
3	63.5	165.43
4	63.5	167.78
5	63.5	145.8
6	63.5	168.87
7	63.5	239.87
8	63.5	327.09
9	63.5	352.28
1	64	83.98
2	64	118.7
3	64	166.89
4	64	169.24
5	64	147.05
6	64	170.35
7	64	242.05
8	64	330.12
9	64	355.5
1	64.5	84.68
2	64.5	119.76
3	64.5	168.35
4	64.5	170.7
5	64.5	148.3
6	64.5	171.83
7	64.5	244.23
8	64.5	333.15
9	64.5	358.72
1	65	85.38
2	65	120.82
3	65	169.81
4	65	172.16
5	65	149.55
6	65	173.31
7	65	246.41
8	65	336.18
9	65	361.94
1	65.5	86.08
2	65.5	121.88
3	65.5	171.27
4	65.5	173.62
5	65.5	150.8
6	65.5	174.79
7	65.5	248.59
8	65.5	339.21
9	65.5	365.16
1	66	86.78
2	66	122.94
3	66	172.73
4	66	175.08
5	66	152.05
6	66	176.27
7	66	250.77
8	66	342.24
9	66	368.38
1	66.5	87.48
2	66.5	124
3	66.5	174.19
4	66.5	176.54
5	66.5	153.3
6	66.5	177.75
7	66.5	252.95
8	66.5	345.27
9	66.5	371.6
1	67	88.18
2	67	125.06
3	67	175.65
4	67	178
5	67	154.55
6	67	179.23
7	67	255.13
8	67	348.3
9	67	374.82
1	67.5	88.88
2	67.5	126.12
3	67.5	177.11
4	67.5	179.46
5	67.5	155.8
6	67.5	180.71
7	67.5	257.31
8	67.5	351.33
9	67.5	378.04
1	68	89.58
2	68	127.18
3	68	178.57
4	68	180.92
5	68	157.05
6	68	182.19
7	68	259.49
8	68	354.36
9	68	381.26
1	68.5	90.28
2	68.5	128.24
3	68.5	180.03
4	68.5	182.38
5	68.5	158.3
6	68.5	183.67
7	68.5	261.67
8	68.5	357.39
9	68.5	384.48
1	69	90.98
2	69	129.3
3	69	181.49
4	69	183.84
5	69	159.55
6	69	185.15
7	69	263.85
8	69	360.42
9	69	387.7
1	69.5	91.68
2	69.5	130.36
3	69.5	182.95
4	69.5	185.3
5	69.5	160.8
6	69.5	186.63
7	69.5	266.03
8	69.5	363.45
9	69.5	390.92
1	70	92.38
2	70	131.42
3	70	184.41
4	70	186.76
5	70	162.05
6	70	188.11
7	70	268.21
8	70	366.48
9	70	394.14
1	70.5	93.08
2	70.5	132.48
3	70.5	185.87
4	70.5	188.22
5	70.5	163.3
6	70.5	189.59
7	70.5	270.39
8	70.5	369.51
9	70.5	397.36
1	71	93.78
2	71	133.54
3	71	187.33
4	71	189.68
5	71	164.55
6	71	191.07
7	71	272.57
8	71	372.54
9	71	400.58
1	71.5	94.48
2	71.5	134.6
3	71.5	188.79
4	71.5	191.14
5	71.5	165.8
6	71.5	192.55
7	71.5	274.75
8	71.5	375.57
9	71.5	403.8
1	72	95.18
2	72	135.66
3	72	190.25
4	72	192.6
5	72	167.05
6	72	194.03
7	72	276.93
8	72	378.6
9	72	407.02
1	72.5	95.88
2	72.5	136.72
3	72.5	191.71
4	72.5	194.06
5	72.5	168.3
6	72.5	195.51
7	72.5	279.11
8	72.5	381.63
9	72.5	410.24
1	73	96.58
2	73	137.78
3	73	193.17
4	73	195.52
5	73	169.55
6	73	196.99
7	73	281.29
8	73	384.66
9	73	413.46
1	73.5	97.28
2	73.5	138.84
3	73.5	194.63
4	73.5	196.98
5	73.5	170.8
6	73.5	198.47
7	73.5	283.47
8	73.5	387.69
9	73.5	416.68
1	74	97.98
2	74	139.9
3	74	196.09
4	74	198.44
5	74	172.05
6	74	199.95
7	74	285.65
8	74	390.72
9	74	419.9
1	74.5	98.68
2	74.5	140.96
3	74.5	197.55
4	74.5	199.9
5	74.5	173.3
6	74.5	201.43
7	74.5	287.83
8	74.5	393.75
9	74.5	423.12
1	75	99.38
2	75	142.02
3	75	199.01
4	75	201.36
5	75	174.55
6	75	202.91
7	75	290.01
8	75	396.78
9	75	426.34
1	75.5	100.08
2	75.5	143.08
3	75.5	200.47
4	75.5	202.82
5	75.5	175.8
6	75.5	204.39
7	75.5	292.19
8	75.5	399.81
9	75.5	429.56
1	76	100.78
2	76	144.14
3	76	201.93
4	76	204.28
5	76	177.05
6	76	205.87
7	76	294.37
8	76	402.84
9	76	432.78
1	76.5	101.48
2	76.5	145.2
3	76.5	203.39
4	76.5	205.74
5	76.5	178.3
6	76.5	207.35
7	76.5	296.55
8	76.5	405.87
9	76.5	436
1	77	102.18
2	77	146.26
3	77	204.85
4	77	207.2
5	77	179.55
6	77	208.83
7	77	298.73
8	77	408.9
9	77	439.22
1	77.5	102.88
2	77.5	147.32
3	77.5	206.31
4	77.5	208.66
5	77.5	180.8
6	77.5	210.31
7	77.5	300.91
8	77.5	411.93
9	77.5	442.44
1	78	103.58
2	78	148.38
3	78	207.77
4	78	210.12
5	78	182.05
6	78	211.79
7	78	303.09
8	78	414.96
9	78	445.66
1	78.5	104.28
2	78.5	149.44
3	78.5	209.23
4	78.5	211.58
5	78.5	183.3
6	78.5	213.27
7	78.5	305.27
8	78.5	417.99
9	78.5	448.88
1	79	104.98
2	79	150.5
3	79	210.69
4	79	213.04
5	79	184.55
6	79	214.75
7	79	307.45
8	79	421.02
9	79	452.1
1	79.5	105.68
2	79.5	151.56
3	79.5	212.15
4	79.5	214.5
5	79.5	185.8
6	79.5	216.23
7	79.5	309.63
8	79.5	424.05
9	79.5	455.32
1	80	106.38
2	80	152.62
3	80	213.61
4	80	215.96
5	80	187.05
6	80	217.71
7	80	311.81
8	80	427.08
9	80	458.54
1	80.5	107.08
2	80.5	153.68
3	80.5	215.07
4	80.5	217.42
5	80.5	188.3
6	80.5	219.19
7	80.5	313.99
8	80.5	430.11
9	80.5	461.76
1	81	107.78
2	81	154.74
3	81	216.53
4	81	218.88
5	81	189.55
6	81	220.67
7	81	316.17
8	81	433.14
9	81	464.98
1	81.5	108.48
2	81.5	155.8
3	81.5	217.99
4	81.5	220.34
5	81.5	190.8
6	81.5	222.15
7	81.5	318.35
8	81.5	436.17
9	81.5	468.2
1	82	109.18
2	82	156.86
3	82	219.45
4	82	221.8
5	82	192.05
6	82	223.63
7	82	320.53
8	82	439.2
9	82	471.42
1	82.5	109.88
2	82.5	157.92
3	82.5	220.91
4	82.5	223.26
5	82.5	193.3
6	82.5	225.11
7	82.5	322.71
8	82.5	442.23
9	82.5	474.64
1	83	110.58
2	83	158.98
3	83	222.37
4	83	224.72
5	83	194.55
6	83	226.59
7	83	324.89
8	83	445.26
9	83	477.86
1	83.5	111.28
2	83.5	160.04
3	83.5	223.83
4	83.5	226.18
5	83.5	195.8
6	83.5	228.07
7	83.5	327.07
8	83.5	448.29
9	83.5	481.08
1	84	111.98
2	84	161.1
3	84	225.29
4	84	227.64
5	84	197.05
6	84	229.55
7	84	329.25
8	84	451.32
9	84	484.3
1	84.5	112.68
2	84.5	162.16
3	84.5	226.75
4	84.5	229.1
5	84.5	198.3
6	84.5	231.03
7	84.5	331.43
8	84.5	454.35
9	84.5	487.52
1	85	113.38
2	85	163.22
3	85	228.21
4	85	230.56
5	85	199.55
6	85	232.51
7	85	333.61
8	85	457.38
9	85	490.74
1	85.5	114.08
2	85.5	164.28
3	85.5	229.67
4	85.5	232.02
5	85.5	200.8
6	85.5	233.99
7	85.5	335.79
8	85.5	460.41
9	85.5	493.96
1	86	114.78
2	86	165.34
3	86	231.13
4	86	233.48
5	86	202.05
6	86	235.47
7	86	337.97
8	86	463.44
9	86	497.18
1	86.5	115.48
2	86.5	166.4
3	86.5	232.59
4	86.5	234.94
5	86.5	203.3
6	86.5	236.95
7	86.5	340.15
8	86.5	466.47
9	86.5	500.4
