1,"900014-001","GLOBAL","F","F",\N,\N,\N,\N,5
2,"900013-001","COUNTRY","F","F",\N,"CA",\N,\N,1
3,"900012-001","COUNTRY","F","F",\N,"US",\N,\N,1
4,"900032-001","STATE","T","F",\N,"US","NY",\N,2
5,"9000138-002","STATE","T","F",\N,"US","NY",\N,1
6,"900025-002","PREMIER","T","F",\N,"US","NY",17,3
7,"9000116-001","STATE","T","F",\N,"US","WY",\N,2
8,"9000117-002","STATE","T","F",\N,"US","WY",\N,1
9,"900094-001","STATE","T","F",\N,"US","OK",\N,2
10,"900095-002","STATE","T","F",\N,"US","OK",\N,1
11,"900092-001","STATE","T","F",\N,"US","OH",\N,2
12,"900093-002","STATE","T","F",\N,"US","OH",\N,1
13,"900090-001","STATE","T","F",\N,"US","NV",\N,2
14,"900091-002","STATE","T","F",\N,"US","NV",\N,1
15,"900088-001","STATE","T","F",\N,"US","NM",\N,2
16,"900089-002","STATE","T","F",\N,"US","NM",\N,1
17,"900031-001","STATE","T","F",\N,"US","NJ",\N,2
18,"9000137-002","STATE","T","F",\N,"US","NJ",\N,1
19,"900086-001","STATE","T","F",\N,"US","NH",\N,2
20,"900087-002","STATE","T","F",\N,"US","NH",\N,1
21,"900084-001","STATE","T","F",\N,"US","NE",\N,2
22,"900085-002","STATE","T","F",\N,"US","NE",\N,1
23,"900082-001","STATE","T","F",\N,"US","ND",\N,2
24,"900083-002","STATE","T","F",\N,"US","ND",\N,1
25,"900080-001","STATE","T","F",\N,"US","NC",\N,2
26,"900081-002","STATE","T","F",\N,"US","NC",\N,1
27,"900096-001","STATE","T","F",\N,"US","OR",\N,2
28,"900097-002","STATE","T","F",\N,"US","OR",\N,1
29,"900033-001","STATE","T","F",\N,"US","PA",\N,2
30,"9000139-002","STATE","T","F",\N,"US","PA",\N,1
31,"900034-001","STATE","T","F",\N,"US","RI",\N,2
32,"9000140-002","STATE","T","F",\N,"US","RI",\N,1
33,"9000114-001","STATE","T","F",\N,"US","WV",\N,2
34,"9000115-002","STATE","T","F",\N,"US","WV",\N,1
35,"9000112-001","STATE","T","F",\N,"US","WI",\N,2
36,"9000113-002","STATE","T","F",\N,"US","WI",\N,1
37,"9000110-001","STATE","T","F",\N,"US","WA",\N,2
38,"9000111-002","STATE","T","F",\N,"US","WA",\N,1
39,"9000108-001","STATE","T","F",\N,"US","VT",\N,2
40,"9000109-002","STATE","T","F",\N,"US","VT",\N,1
41,"900035-001","STATE","T","F",\N,"US","VA",\N,2
42,"9000141-002","STATE","T","F",\N,"US","VA",\N,1
43,"9000106-001","STATE","T","F",\N,"US","UT",\N,2
44,"9000107-002","STATE","T","F",\N,"US","UT",\N,1
45,"9000104-001","STATE","T","F",\N,"US","TX",\N,2
46,"9000105-002","STATE","T","F",\N,"US","TX",\N,1
47,"9000102-001","STATE","T","F",\N,"US","TN",\N,2
48,"9000103-002","STATE","T","F",\N,"US","TN",\N,1
49,"9000100-001","STATE","T","F",\N,"US","SD",\N,2
50,"9000101-002","STATE","T","F",\N,"US","SD",\N,1
51,"900098-001","STATE","T","F",\N,"US","SC",\N,2
52,"900099-002","STATE","T","F",\N,"US","SC",\N,1
53,"900078-001","STATE","T","F",\N,"US","MT",\N,2
54,"900079-002","STATE","T","F",\N,"US","MT",\N,1
55,"900076-001","STATE","T","F",\N,"US","MS",\N,2
56,"900077-002","STATE","T","F",\N,"US","MS",\N,1
57,"900074-001","STATE","T","F",\N,"US","MO",\N,2
58,"900075-002","STATE","T","F",\N,"US","MO",\N,1
59,"900052-001","STATE","T","F",\N,"US","HI",\N,1
60,"900050-001","STATE","T","F",\N,"US","GA",\N,2
61,"900051-002","STATE","T","F",\N,"US","GA",\N,1
62,"900048-001","STATE","T","F",\N,"US","FL",\N,2
63,"900049-002","STATE","T","F",\N,"US","FL",\N,1
64,"900028-001","STATE","T","F",\N,"US","DE",\N,2
65,"9000134-002","STATE","T","F",\N,"US","DE",\N,1
66,"900027-001","STATE","T","F",\N,"US","DC",\N,2
67,"9000133-002","STATE","T","F",\N,"US","DC",\N,1
68,"900026-001","STATE","T","F",\N,"US","CT",\N,2
69,"9000132-002","STATE","T","F",\N,"US","CT",\N,1
70,"900046-001","STATE","T","F",\N,"US","CO",\N,2
71,"900047-002","STATE","T","F",\N,"US","CO",\N,1
72,"900044-001","STATE","T","F",\N,"US","CA",\N,2
73,"900045-002","STATE","T","F",\N,"US","CA",\N,1
74,"900042-001","STATE","T","F",\N,"US","AZ",\N,2
75,"900043-002","STATE","T","F",\N,"US","AZ",\N,1
76,"900040-001","STATE","T","F",\N,"US","AR",\N,2
77,"900041-002","STATE","T","F",\N,"US","AR",\N,1
78,"900038-001","STATE","T","F",\N,"US","AL",\N,2
79,"900039-002","STATE","T","F",\N,"US","AL",\N,1
80,"900054-001","STATE","T","F",\N,"US","IA",\N,2
81,"900055-002","STATE","T","F",\N,"US","IA",\N,1
82,"900056-001","STATE","T","F",\N,"US","ID",\N,2
83,"900057-002","STATE","T","F",\N,"US","ID",\N,1
84,"900072-001","STATE","T","F",\N,"US","MN",\N,2
85,"900073-002","STATE","T","F",\N,"US","MN",\N,1
86,"900070-001","STATE","T","F",\N,"US","MI",\N,2
87,"900071-002","STATE","T","F",\N,"US","MI",\N,1
88,"900068-001","STATE","T","F",\N,"US","ME",\N,2
89,"900069-002","STATE","T","F",\N,"US","ME",\N,1
90,"900030-001","STATE","T","F",\N,"US","MD",\N,2
91,"9000136-002","STATE","T","F",\N,"US","MD",\N,1
92,"900029-001","STATE","T","F",\N,"US","MA",\N,2
93,"9000135-002","STATE","T","F",\N,"US","MA",\N,1
94,"900066-001","STATE","T","F",\N,"US","LA",\N,2
95,"900067-002","STATE","T","F",\N,"US","LA",\N,1
96,"900064-001","STATE","T","F",\N,"US","KY",\N,2
97,"900065-002","STATE","T","F",\N,"US","KY",\N,1
98,"900062-001","STATE","T","F",\N,"US","KS",\N,2
99,"900063-002","STATE","T","F",\N,"US","KS",\N,1
100,"900060-001","STATE","T","F",\N,"US","IN",\N,2
101,"900061-002","STATE","T","F",\N,"US","IN",\N,1
102,"900058-001","STATE","T","F",\N,"US","IL",\N,2
103,"900059-002","STATE","T","F",\N,"US","IL",\N,1
104,"900036-001","STATE","T","F",\N,"US","AK",\N,1
