1,"904000-001","COUNTRY","T","F",\N,"US",\N,\N,1
2,"904001-001","COUNTRY","T","F",\N,"US",\N,\N,2
3,"904002-001","COUNTRY","T","F",\N,"CA",\N,\N,1
4,"904003-001","REGION","F","F",18,\N,\N,\N,1
5,"904004-001","GLOBAL","F","F",\N,\N,\N,\N,3
