1,"10001","",17
2,"10002","",17
3,"10003","",17
4,"10004","",17
5,"10005","",17
6,"10006","",17
7,"10007","",17
8,"10008","",17
9,"10009","",17
10,"10010","",17
11,"10011","",17
12,"10012","",17
13,"10013","",17
14,"10014","",17
15,"10015","",17
16,"10016","",17
17,"10017","",17
18,"10018","",17
19,"10019","",17
20,"10020","",17
21,"10021","",17
22,"10022","",17
23,"10023","",17
24,"10024","",17
25,"10025","",17
26,"10026","",17
27,"10027","",17
28,"10028","",17
29,"10029","",17
30,"10030","",17
31,"10031","",17
32,"10032","",17
33,"10033","",17
34,"10034","",17
35,"10035","",17
36,"10036","",17
37,"10037","",17
38,"10038","",17
39,"10039","",17
40,"10040","",17
41,"10044","",17
42,"10045","",17
43,"10046","",17
44,"10047","",17
45,"10048","",17
46,"10055","",17
47,"10060","",17
48,"10069","",17
49,"10115","",17
50,"10118","",17
51,"10119","",17
52,"10120","",17
53,"10121","",17
54,"10122","",17
55,"10123","",17
56,"10124","",17
57,"10125","",17
58,"10126","",17
59,"10127","",17
60,"10128","",17
61,"10129","",17
62,"10130","",17
63,"10131","",17
64,"10132","",17
65,"10133","",17
66,"10138","",17
67,"10149","",17
68,"10150","",17
69,"10151","",17
70,"10152","",17
71,"10153","",17
72,"10154","",17
73,"10155","",17
74,"10156","",17
75,"10157","",17
76,"10158","",17
77,"10159","",17
78,"10160","",17
79,"10161","",17
80,"10162","",17
81,"10163","",17
82,"10164","",17
83,"10165","",17
84,"10166","",17
85,"10167","",17
86,"10168","",17
87,"10169","",17
88,"10170","",17
89,"10171","",17
90,"10172","",17
91,"10173","",17
92,"10174","",17
93,"10175","",17
94,"10176","",17
95,"10177","",17
96,"10178","",17
97,"10179","",17
98,"10184","",17
99,"10185","",17
100,"10196","",17
101,"10197","",17
102,"10199","",17
103,"10203","",17
104,"10211","",17
105,"10212","",17
106,"10213","",17
107,"10242","",17
108,"10249","",17
109,"10256","",17
110,"10257","",17
111,"10258","",17
112,"10259","",17
113,"10260","",17
114,"10261","",17
115,"10265","",17
116,"10268","",17
117,"10269","",17
118,"10270","",17
119,"10271","",17
120,"10272","",17
121,"10273","",17
122,"10274","",17
123,"10275","",17
124,"10276","",17
125,"10277","",17
126,"10278","",17
127,"10279","",17
128,"10280","",17
129,"10281","",17
130,"10282","",17
131,"10285","",17
132,"10286","",17
133,"10292","",17
134,"11201","",17
135,"11202","",17
136,"11203","",17
137,"11204","",17
138,"11205","",17
139,"11206","",17
140,"11207","",17
141,"11208","",17
142,"11209","",17
143,"11210","",17
144,"11211","",17
145,"11212","",17
146,"11213","",17
147,"11214","",17
148,"11215","",17
149,"11216","",17
150,"11217","",17
151,"11218","",17
152,"11219","",17
153,"11220","",17
154,"11221","",17
155,"11222","",17
156,"11223","",17
157,"11224","",17
158,"11225","",17
159,"11226","",17
160,"11227","",17
161,"11228","",17
162,"11229","",17
163,"11230","",17
164,"11231","",17
165,"11232","",17
166,"11233","",17
167,"11234","",17
168,"11235","",17
169,"11236","",17
170,"11237","",17
171,"11238","",17
172,"11239","",17
173,"11240","",17
174,"11241","",17
175,"11242","",17
176,"11243","",17
177,"11244","",17
178,"11245","",17
179,"11246","",17
180,"11247","",17
181,"11248","",17
182,"11249","",17
183,"11250","",17
184,"11251","",17
185,"11252","",17
186,"11253","",17
187,"11254","",17
188,"11255","",17
189,"11256","",17
190,"11101","",17
191,"11102","",17
192,"11103","",17
193,"11104","",17
194,"11105","",17
195,"11106","",17
196,"11109","",17
197,"11351","",17
198,"11352","",17
199,"11354","",17
200,"11355","",17
201,"11356","",17
202,"11357","",17
203,"11358","",17
204,"11359","",17
205,"11360","",17
206,"11361","",17
207,"11362","",17
208,"11363","",17
209,"11364","",17
210,"11365","",17
211,"11366","",17
212,"11367","",17
213,"11368","",17
214,"11369","",17
215,"11370","",17
216,"11371","",17
217,"11372","",17
218,"11373","",17
219,"11374","",17
220,"11375","",17
221,"11377","",17
222,"11378","",17
223,"11379","",17
224,"11380","",17
225,"11381","",17
226,"11385","",17
227,"11386","",17
228,"11405","",17
229,"11411","",17
230,"11412","",17
231,"11413","",17
232,"11414","",17
233,"11415","",17
234,"11416","",17
235,"11417","",17
236,"11418","",17
237,"11419","",17
238,"11420","",17
239,"11421","",17
240,"11422","",17
241,"11423","",17
242,"11424","",17
243,"11425","",17
244,"11426","",17
245,"11427","",17
246,"11428","",17
247,"11429","",17
248,"11430","",17
249,"11431","",17
250,"11432","",17
251,"11433","",17
252,"11434","",17
253,"11435","",17
254,"11436","",17
255,"11439","",17
256,"11451","",17
257,"11690","",17
258,"11691","",17
259,"11692","",17
260,"11693","",17
261,"11694","",17
262,"11695","",17
263,"11697","",17
264,"10104","",17
265,"10041","",17
266,"10043","",17
267,"10065","",17
268,"10072","",17
269,"10075","",17
270,"10079","",17
271,"10080","",17
272,"10081","",17
273,"10082","",17
274,"10087","",17
275,"10090","",17
276,"10094","",17
277,"10095","",17
278,"10096","",17
279,"10098","",17
280,"10099","",17
281,"10101","",17
282,"10102","",17
283,"10103","",17
284,"10105","",17
285,"10106","",17
286,"10107","",17
287,"10108","",17
288,"10109","",17
289,"10110","",17
290,"10111","",17
291,"10112","",17
292,"10113","",17
293,"10114","",17
294,"10116","",17
295,"10117","",17
