15,"Channel Islands"
18,"Europe EU - Express"
16,"Europe EU - Ground1"
17,"Europe EU - Ground2"
21,"Europe Other - Express"
19,"Europe Other - Ground1"
20,"Europe Other - Ground2"
11,"International"
7,"London Zone 1"
8,"London Zone 2"
9,"London Zone 3"
12,"Mainland Europe"
23,"Middle/Far East"
14,"North America"
22,"Rest of World"
1,"United Kingdom"
24,"US/Americas"
