15,"Channel Islands"
17,"European Islands"
11,"International"
7,"London Zone 1"
8,"London Zone 2"
9,"London Zone 3"
12,"Mainland Europe - Group 1"
18,"Mainland Europe - Group 2"
16,"Mainland Europe - Special Offer"
14,"North America"
1,"United Kingdom"
