1,1,"900001-001"
2,1,"900002-001"
3,1,"900005-001"
4,2,"900000-001"
5,2,"900003-001"
6,2,"900004-001"
7,2,"900008-001"
8,2,"9000119-001"
9,2,"9000120-001"
10,2,"9000121-001"
11,2,"9000122-001"
12,2,"9000123-001"
